0.0000000	0.8421053	0.7368421	1.0000000	0.8947368	0.7105263
1.0000000	0.9523810	0.6904762	0.9523810	0.0476190	0.0000000
1.0000000	0.6923077	0.9743590	0.9230769	0.0000000	0.0000000
0.9743590	0.8461538	1.0000000	1.0000000	0.0769231	0.0000000
1.0000000	0.7948718	0.8717949	1.0000000	0.0000000	0.0000000
0.9777778	0.8666667	0.9777778	1.0000000	0.0666667	0.0000000
0.9500000	0.6750000	0.9250000	1.0000000	0.0500000	0.0000000
0.6410256	1.0000000	0.8205128	1.0000000	0.2051282	0.0000000
0.8108108	0.8918919	0.8918919	1.0000000	0.2162162	0.0000000
0.8750000	0.9500000	0.8750000	1.0000000	0.1000000	0.0000000
1.0000000	0.9210526	0.8421053	0.8947368	0.0789474	0.0000000
0.9473684	0.8684211	0.9736842	1.0000000	0.1315789	0.0000000
1.0000000	0.9069767	0.9767442	0.9302326	0.0697674	0.0000000
0.0000000	0.3548387	0.7096774	1.0000000	0.4193548	0.1935484
0.4838710	0.6774194	0.6451613	1.0000000	0.0645161	0.0000000
0.2222222	1.0000000	0.0000000	0.2962963	0.3703704	0.0370370
0.3076923	0.2307692	0.0000000	1.0000000	0.6538462	0.4615385
0.0000000	0.5952381	0.6904762	1.0000000	0.5714286	0.5476190
0.8333333	0.9285714	0.9047619	1.0000000	0.1190476	0.0000000
1.0000000	0.9761905	0.9761905	1.0000000	0.0714286	0.0000000
0.8000000	0.7500000	0.8250000	1.0000000	0.1000000	0.0000000
1.0000000	0.4871795	0.9743590	0.9230769	0.1025641	0.0000000
0.8717949	0.5897436	0.0000000	1.0000000	0.3076923	0.4615385
0.9523810	0.2857143	0.9047619	1.0000000	0.0238095	0.0000000
1.0000000	0.8571429	0.9285714	0.8333333	0.1428571	0.0000000
0.8108108	1.0000000	0.7567568	1.0000000	0.1891892	0.0000000
0.9393939	1.0000000	0.0000000	0.8484848	0.7272727	0.5757576
0.6428571	0.8809524	0.6190476	1.0000000	0.0952381	0.0000000
1.0000000	0.8400000	0.0400000	0.4400000	0.7200000	0.0000000
0.0000000	1.0000000	0.6666667	0.8484848	0.5454545	0.0303030
0.1538462	0.8717949	0.9487179	1.0000000	0.1025641	0.0000000
1.0000000	0.8750000	0.8750000	0.9500000	0.1750000	0.0000000
1.0000000	0.8529412	0.0000000	0.5000000	0.8235294	0.4705882
1.0000000	0.1803279	0.3278689	0.8524590	0.2459016	0.0000000
0.9122807	1.0000000	0.8771930	0.9473684	0.0701754	0.0000000
1.0000000	0.2727273	0.0000000	0.5909091	0.7727273	0.4545455
0.0000000	0.8518519	0.8518519	1.0000000	0.6296296	0.4074074
1.0000000	0.9032258	0.0000000	0.4193548	0.6129032	0.1290323
0.7435897	1.0000000	0.0000000	0.5897436	0.7692308	0.4358974
0.7352941	0.2941176	0.0000000	1.0000000	0.9705882	0.6764706
0.5588235	0.0000000	1.0000000	0.9411765	0.2941176	0.2352941
0.3793103	0.4482759	1.0000000	1.0000000	0.5172414	0.0000000
0.4634146	1.0000000	0.4878049	0.9268293	0.1463415	0.0000000
0.0000000	0.3870968	0.1612903	1.0000000	0.3548387	0.1935484
0.0000000	1.0000000	0.0833333	0.9722222	0.6388889	0.6388889
0.6829268	0.9024390	0.0000000	1.0000000	0.9512195	0.8292683
0.3947368	0.9736842	0.0000000	0.8421053	1.0000000	1.0000000
0.2368421	0.8157895	0.0000000	1.0000000	0.9736842	0.9210526
0.1794872	1.0000000	0.0000000	0.9230769	0.8461538	0.8205128
0.7352941	0.0882353	0.0000000	0.9117647	1.0000000	0.9411765
0.5294118	0.9411765	0.0000000	0.9411765	1.0000000	0.7647059
0.1764706	0.9411765	0.0000000	0.9705882	1.0000000	0.8823529
0.3589744	1.0000000	0.0000000	0.7692308	0.9487179	0.7435897
0.3684211	1.0000000	0.0000000	0.9736842	0.9473684	0.7894737
0.0571429	1.0000000	0.0000000	0.3428571	0.4000000	0.9428571
0.0000000	0.1578947	0.1842105	0.2368421	0.1842105	1.0000000
0.5526316	0.8947368	0.3157895	1.0000000	0.0000000	0.8947368
0.1081081	1.0000000	0.1891892	0.0000000	0.9459459	0.9189189
0.2702703	0.0000000	0.8648649	1.0000000	0.6486486	0.0270270
0.1538462	0.8205128	0.0000000	0.7692308	1.0000000	0.9487179
0.1176471	0.9411765	0.2647059	0.0000000	1.0000000	0.9411765
0.0512821	1.0000000	0.0000000	1.0000000	0.8717949	0.9487179
0.0975610	0.8292683	0.0000000	1.0000000	0.7317073	1.0000000
0.0000000	0.8214286	0.7857143	0.5000000	1.0000000	0.3214286
0.0000000	1.0000000	0.4594595	0.6486486	0.5135135	0.0810811
0.0000000	0.7142857	0.1190476	1.0000000	0.1190476	0.2142857
0.7560976	0.0487805	0.2926829	1.0000000	0.0000000	0.4146341
0.8529412	0.5000000	1.0000000	0.7941176	0.0000000	0.0882353
0.1666667	0.7142857	0.0000000	0.9761905	1.0000000	0.6904762
0.1111111	1.0000000	0.0000000	1.0000000	0.9166667	0.4722222
0.3000000	0.8250000	0.0000000	1.0000000	0.9000000	0.8000000
0.5250000	1.0000000	0.0000000	1.0000000	0.8500000	0.9000000
0.5681818	0.0000000	0.8409091	1.0000000	0.0000000	0.0227273
0.0000000	0.8378378	0.9729730	1.0000000	0.6756757	0.1891892
0.9142857	0.0000000	1.0000000	0.8857143	0.2571429	0.2000000
0.9487179	0.4102564	0.9487179	1.0000000	0.0769231	0.0000000
0.1944444	0.2222222	1.0000000	0.8888889	0.3333333	0.0000000
0.4390244	0.8780488	1.0000000	0.9756098	0.3414634	0.0000000
0.7804878	0.0975610	0.9024390	1.0000000	0.3170732	0.0000000
0.9285714	0.0000000	0.9761905	1.0000000	0.5000000	0.0952381
1.0000000	0.6279070	0.8604651	0.9302326	0.0697674	0.0000000
0.9487179	0.7435897	1.0000000	0.9487179	0.1025641	0.0000000
1.0000000	0.9302326	0.9767442	0.9534884	0.1627907	0.0000000
0.0454545	1.0000000	0.9318182	0.9772727	0.0909091	0.0000000
0.8372093	0.9069767	1.0000000	0.9534884	0.0232558	0.0000000
1.0000000	0.6857143	0.6857143	0.8571429	0.0000000	0.0000000
1.0000000	0.0000000	0.9444444	0.9444444	0.4722222	0.3611111
0.9642857	0.2142857	1.0000000	0.6428571	0.0714286	0.0000000
1.0000000	0.7714286	0.6857143	0.8857143	0.2285714	0.0000000
0.0000000	0.6969697	0.4848485	0.8484848	1.0000000	0.8484848
0.0000000	0.1875000	0.4062500	0.8125000	1.0000000	0.7187500
0.9722222	1.0000000	1.0000000	0.9722222	0.0277778	0.0000000
0.1142857	0.0000000	1.0000000	0.2857143	0.4000000	0.4000000
0.2500000	0.8437500	0.9062500	1.0000000	0.0312500	0.0000000
1.0000000	0.8292683	0.9756098	0.9756098	0.1219512	0.0000000
0.4000000	0.9750000	1.0000000	0.9750000	0.1000000	0.0000000
0.8717949	0.9487179	0.8461538	1.0000000	0.0256410	0.0000000
